Reference, Quantity, Value, Footprint, Datasheet, Spice_Model, Spice_Netlist_Enabled, Spice_Primitive, Description
C1 C8 ,2,"10u","Capacitor_THT:CP_Radial_D10.0mm_P5.00mm","~"
C2 C5 C6 C7 ,4,"1n","Capacitor_SMD:C_0805_2012Metric","~"
C3 C4 ,2,"22u","Capacitor_THT:CP_Radial_D6.3mm_P2.50mm","~","22u","N","C","Aluminium Electrolytic Capacitors (50V, D=6.3 mm, LS=2.5 mm)"
H1 H2 H3 H4 ,4,"MountingHole","MountingHole:MountingHole_2.2mm_M2","~","1","N","R",""
J1 ,1,"10 Pos","Connector_IDC:IDC-Header_2x05_P2.54mm_Vertical","~","IDC Header","N","J","Pin Header IDC (2.54mm)"
J2 ,1,"Conn_01x03_Female","Connector_PinSocket_2.54mm:PinSocket_1x03_P2.54mm_Vertical","~","Conn_01x03_Female","N","J",""
Q1 Q3 Q4 Q6 Q7 Q9 Q10 Q12 Q13 Q14 Q15 ,11,"DMMT3904W","Package_TO_SOT_SMD:SOT-363_SC-70-6","","DMMT3904W","Y","X",""
Q2 Q5 Q8 Q11 ,4,"DMMT3906W","Package_TO_SOT_SMD:SOT-363_SC-70-6","https://www.diodes.com/assets/Datasheets/ds30312.pdf","DMMT3906W","Y","X",""
R11 ,1,"27k","Resistor_SMD:R_0805_2012Metric","~"
R1 R2 R12 R14 R17 R21 R22 R24 R27 R28 R30 R33 R35 R36 ,14,"10k","Resistor_SMD:R_0805_2012Metric","~"
R15 ,1,"1M","Resistor_SMD:R_0805_2012Metric","~"
R19 ,1,"2.2k","Resistor_SMD:R_0805_2012Metric","~"
R3 R10 R16 R20 R23 R26 R29 R32 ,8,"220","Resistor_SMD:R_0805_2012Metric","~"
R4 R34 ,2,"100k","Resistor_SMD:R_0805_2012Metric","~"
R5 ,1,"200k","Resistor_SMD:R_0805_2012Metric","~"
R6 R13 R18 R25 R31 ,5,"1k","Resistor_SMD:R_0805_2012Metric","~"
R7 ,1,"51k","Resistor_SMD:R_0805_2012Metric","~"
R8 R9 ,2,"10","Resistor_THT:R_Axial_DIN0204_L3.6mm_D1.6mm_P5.08mm_Horizontal","~","10","N","R","Metal Film Resistors - Through Hole (L=3.6 mm, D=1.6 mm, 1%)"
RV1 ,1,"47k","elektrophon:Potentiometer_Alpha_RD901F-40-00D_Single_Vertical","~","RV1","Y","X",""
U1 U2 ,2,"TL072","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","http://www.ti.com/lit/ds/symlink/tl071.pdf","TL072c","Y","X",""